2.0,1.0,1.0,1.0,62.0,13.0,11.0,3.0,1.0,2.0,1.0,10.0,31.0,39.0
1.0,1.0,1.0,1.0,15.0,5.0,11.0,2.5,1.0,1.0,1.0,110.0,31.0,31.0
2.0,1.0,3.0,1.0,50.0,4.0,31.0,4.0,1.0,2.0,1.0,100.0,50.0,39.0
2.0,1.0,1.0,1.0,34.0,19.0,11.0,2.5,1.0,1.0,1.0,110.0,31.0,31.0
1.0,1.0,1.0,1.0,37.0,6.0,11.0,2.5,1.0,1.0,1.0,110.0,37.0,31.0
1.0,1.0,13.0,2.0,22.0,7.0,11.0,2.0,5.0,2.0,1.0,330.0,31.0,32.0
1.0,1.0,1.0,1.0,32.0,20.0,11.0,2.5,1.0,1.0,1.0,110.0,31.0,31.0
2.0,1.0,1.0,1.0,34.0,8.0,11.0,2.5,1.0,1.0,1.0,150.0,31.0,39.0
1.0,1.0,3.0,1.0,35.0,22.0,11.0,3.0,1.0,2.0,1.0,330.0,31.0,32.0
1.0,1.0,3.0,1.0,31.0,4.0,11.0,2.5,1.0,1.0,1.0,330.0,31.0,32.0
1.0,1.0,3.0,1.0,42.0,3.0,31.0,4.0,1.0,2.0,1.0,110.0,31.0,31.0
2.0,1.0,1.0,1.0,32.0,36.0,11.0,2.5,1.0,1.0,1.0,190.0,50.0,90.0
1.0,1.0,3.0,1.0,23.0,21.0,31.0,4.0,1.0,2.0,1.0,330.0,31.0,32.0
2.0,1.0,3.0,1.0,31.0,6.0,11.0,2.5,1.0,1.0,1.0,110.0,31.0,31.0
2.0,1.0,3.0,1.0,14.0,6.0,31.0,4.0,1.0,2.0,1.0,170.0,31.0,39.0
1.0,1.0,1.0,1.0,13.0,6.0,11.0,2.5,1.0,1.0,1.0,150.0,31.0,39.0
1.0,1.0,1.0,1.0,32.0,6.0,31.0,4.0,1.0,2.0,1.0,10.0,32.0,10.0
2.0,1.0,1.0,1.0,34.0,17.0,11.0,2.5,1.0,1.0,1.0,100.0,31.0,39.0
1.0,1.0,2.0,1.0,37.0,7.0,11.0,2.5,1.0,1.0,1.0,110.0,32.0,31.0
1.0,1.0,1.0,1.0,31.0,8.0,11.0,2.5,1.0,1.0,1.0,110.0,31.0,31.0
1.0,1.0,1.0,1.0,37.0,12.0,11.0,2.5,1.0,1.0,1.0,150.0,33.0,39.0
1.0,1.0,3.0,1.0,13.0,36.0,31.0,4.0,1.0,2.0,1.0,190.0,31.0,39.0
2.0,1.0,1.0,1.0,36.0,8.0,11.0,2.5,1.0,1.0,1.0,110.0,31.0,31.0
2.0,1.0,1.0,1.0,41.0,22.0,11.0,2.5,1.0,1.0,1.0,150.0,31.0,39.0
1.0,1.0,3.0,1.0,42.0,8.0,11.0,2.5,1.0,1.0,1.0,110.0,31.0,31.0
2.0,1.0,3.0,1.0,62.0,31.0,31.0,4.0,1.0,2.0,1.0,100.0,62.0,31.0
1.0,1.0,1.0,1.0,13.0,6.0,11.0,2.5,1.0,1.0,1.0,110.0,31.0,31.0
2.0,1.0,1.0,1.0,32.0,28.0,11.0,2.5,1.0,1.0,1.0,300.0,31.0,32.0
2.0,1.0,2.0,1.0,31.0,7.0,11.0,2.5,1.0,1.0,1.0,10.0,31.0,29.0
1.0,1.0,3.0,1.0,31.0,12.0,31.0,4.0,1.0,2.0,1.0,100.0,31.0,39.0
1.0,1.0,1.0,1.0,41.0,6.0,11.0,2.5,1.0,1.0,1.0,110.0,31.0,31.0
2.0,1.0,2.0,1.0,13.0,21.0,31.0,4.0,1.0,2.0,1.0,110.0,11.0,31.0
2.0,1.0,3.0,1.0,32.0,27.0,31.0,4.0,1.0,2.0,1.0,110.0,33.0,31.0
1.0,1.0,1.0,1.0,34.0,18.0,11.0,2.5,1.0,1.0,1.0,10.0,34.0,20.0
2.0,7.0,3.0,1.0,53.0,7.0,11.0,2.5,1.0,1.0,1.0,100.0,53.0,39.0
1.0,1.0,1.0,2.0,37.0,6.0,1.0,3.0,1.0,2.0,1.0,10.0,31.0,21.0
1.0,1.0,3.0,1.0,32.0,4.0,11.0,2.5,1.0,1.0,1.0,100.0,31.0,39.0
2.0,1.0,3.0,1.0,63.0,23.0,11.0,2.5,1.0,1.0,1.0,10.0,31.0,10.0
2.0,1.0,1.0,1.0,62.0,13.0,11.0,3.0,1.0,2.0,1.0,100.0,33.0,39.0
2.0,1.0,1.0,1.0,37.0,35.0,11.0,3.0,5.0,2.0,1.0,10.0,31.0,39.0
2.0,1.0,1.0,1.0,13.0,7.0,11.0,2.5,1.0,1.0,1.0,10.0,31.0,20.0
1.0,1.0,3.0,1.0,32.0,10.0,11.0,2.5,5.0,1.0,1.0,110.0,31.0,31.0
1.0,1.0,1.0,1.0,34.0,6.0,11.0,2.5,1.0,1.0,1.0,190.0,31.0,39.0
2.0,1.0,1.0,1.0,43.0,24.0,11.0,2.5,1.0,1.0,1.0,110.0,43.0,31.0
1.0,1.0,3.0,1.0,64.0,6.0,31.0,4.0,1.0,2.0,1.0,100.0,42.0,39.0
1.0,1.0,2.0,1.0,41.0,35.0,11.0,3.0,5.0,2.0,1.0,100.0,11.0,39.0
1.0,1.0,1.0,2.0,23.0,10.0,1.0,3.0,1.0,2.0,1.0,110.0,31.0,31.0
2.0,1.0,1.0,1.0,12.0,7.0,11.0,2.0,5.0,2.0,1.0,200.0,31.0,32.0
2.0,1.0,1.0,1.0,64.0,12.0,11.0,2.5,1.0,1.0,1.0,100.0,31.0,31.0
1.0,2.0,3.0,1.0,15.0,4.0,11.0,2.5,1.0,1.0,1.0,110.0,31.0,31.0
1.0,1.0,1.0,1.0,15.0,6.0,11.0,2.5,1.0,1.0,1.0,170.0,31.0,39.0
1.0,10.0,3.0,1.0,31.0,20.0,31.0,5.0,1.0,2.0,1.0,110.0,31.0,31.0
1.0,1.0,3.0,1.0,34.0,6.0,11.0,2.5,1.0,1.0,1.0,110.0,44.0,31.0
2.0,1.0,3.0,1.0,31.0,13.0,41.0,3.0,1.0,2.0,1.0,10.0,31.0,29.0
1.0,1.0,3.0,1.0,37.0,6.0,11.0,2.5,5.0,1.0,1.0,100.0,31.0,31.0
1.0,1.0,3.0,1.0,51.0,6.0,31.0,4.0,1.0,2.0,1.0,100.0,51.0,39.0
1.0,3.0,3.0,1.0,41.0,9.0,31.0,4.0,1.0,2.0,1.0,173.0,44.0,39.0
1.0,1.0,1.0,1.0,23.0,4.0,11.0,2.5,1.0,1.0,1.0,110.0,31.0,31.0
1.0,1.0,3.0,1.0,31.0,20.0,31.0,5.0,1.0,2.0,1.0,310.0,31.0,32.0
1.0,1.0,1.0,1.0,43.0,6.0,31.0,4.0,1.0,2.0,1.0,100.0,11.0,31.0
1.0,1.0,1.0,1.0,34.0,9.0,11.0,2.5,1.0,1.0,1.0,110.0,31.0,31.0
1.0,1.0,1.0,1.0,33.0,10.0,11.0,2.5,1.0,1.0,1.0,173.0,33.0,39.0
1.0,1.0,3.0,1.0,42.0,6.0,11.0,2.5,1.0,1.0,1.0,110.0,52.0,31.0
1.0,1.0,1.0,1.0,37.0,10.0,11.0,2.5,1.0,1.0,1.0,100.0,11.0,31.0
2.0,1.0,1.0,1.0,34.0,18.0,11.0,2.5,1.0,1.0,1.0,300.0,31.0,32.0
1.0,1.0,1.0,1.0,32.0,10.0,11.0,2.5,1.0,1.0,1.0,110.0,31.0,31.0
1.0,1.0,1.0,1.0,31.0,20.0,11.0,2.5,1.0,1.0,1.0,310.0,31.0,32.0
2.0,1.0,3.0,1.0,33.0,30.0,11.0,2.5,5.0,1.0,1.0,150.0,31.0,39.0
1.0,1.0,1.0,1.0,37.0,6.0,1.0,3.0,1.0,1.0,1.0,10.0,46.0,21.0
1.0,1.0,1.0,1.0,51.0,4.0,11.0,2.5,1.0,1.0,1.0,110.0,37.0,31.0
2.0,1.0,1.0,1.0,31.0,20.0,31.0,5.0,1.0,2.0,1.0,310.0,31.0,32.0
1.0,1.0,1.0,1.0,32.0,5.0,11.0,2.5,1.0,1.0,1.0,160.0,31.0,31.0
2.0,1.0,3.0,1.0,36.0,4.0,11.0,2.5,1.0,1.0,1.0,110.0,31.0,31.0
1.0,1.0,3.0,1.0,41.0,6.0,11.0,2.5,1.0,1.0,1.0,110.0,31.0,31.0
1.0,1.0,3.0,1.0,34.0,6.0,31.0,4.0,1.0,2.0,1.0,110.0,31.0,39.0
1.0,1.0,1.0,1.0,37.0,4.0,1.0,3.0,1.0,1.0,1.0,100.0,31.0,39.0
1.0,1.0,1.0,1.0,13.0,6.0,31.0,4.0,1.0,2.0,1.0,160.0,31.0,39.0
1.0,1.0,3.0,1.0,31.0,4.0,1.0,3.0,1.0,1.0,1.0,150.0,31.0,39.0
1.0,1.0,1.0,1.0,33.0,5.0,11.0,2.5,1.0,1.0,1.0,310.0,31.0,32.0
1.0,1.0,3.0,1.0,36.0,20.0,11.0,2.5,1.0,1.0,1.0,110.0,22.0,31.0
2.0,1.0,1.0,1.0,34.0,8.0,11.0,2.5,1.0,1.0,1.0,100.0,31.0,31.0
1.0,1.0,1.0,1.0,43.0,6.0,11.0,2.5,1.0,1.0,1.0,100.0,43.0,31.0
2.0,1.0,3.0,1.0,53.0,15.0,11.0,2.5,1.0,1.0,1.0,300.0,31.0,32.0
2.0,1.0,1.0,1.0,14.0,28.0,11.0,2.5,1.0,1.0,1.0,100.0,31.0,39.0
2.0,1.0,3.0,1.0,32.0,8.0,11.0,2.5,1.0,1.0,1.0,10.0,31.0,29.0
